,State,FIPS,Food Insecurity Rate,Number of Food Insecure Persons,Low Threshold in state,Low Threshold Type,High Threshold in state,High Threshold Type,% FI ≤ Low Threshold,% FI Btwn Thresholds,% FI > High Threshold,Weighted Annual Food Budget Shortfall,Cost Per Meal,Child food insecurity rate,Number of Food Insecure Children,% food insecure children in HH w/ HH incomes below 185 FPL,% food insecure children in HH w/ HH incomes above 185 FPL,Year
1648,MT,30101.0,0.131,680.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.509,0.0,0.491,295990.0,2.67,0.204,210.0,0.477,0.523,2011
1649,MT,30103.0,0.128,110.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.751,0.0,0.249,48240.0,2.69,0.264,40.0,0.763,0.237,2011
1650,MT,30105.0,0.12,890.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.588,0.0,0.412,468660.0,3.23,0.192,330.0,0.554,0.446,2011
1651,MT,30107.0,0.131,280.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.875,0.0,0.125,122340.0,2.68,0.229,100.0,0.952,0.048,2011
1652,MT,30109.0,0.102,100.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.607,0.0,0.393,47110.0,2.89,0.169,30.0,0.679,0.321,2011
1653,MT,30111.0,0.121,17690.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.589,0.0,0.411,7700160.0,2.67,0.177,6140.0,0.558,0.442,2011
1654,NE,31001.0,0.115,3590.0,1.3,SNAP,1.85,Other Nutrition Program,0.431,0.236,0.332,1474880.0,2.52,0.194,1450.0,0.682,0.318,2011
1655,NE,31003.0,0.105,710.0,1.3,SNAP,1.85,Other Nutrition Program,0.5,0.266,0.235,291690.0,2.52,0.197,310.0,0.697,0.303,2011
1656,NE,31005.0,0.113,50.0,1.3,SNAP,1.85,Other Nutrition Program,0.323,0.508,0.169,21760.0,2.67,0.228,30.0,0.694,0.306,2011
1657,NE,31007.0,0.139,100.0,1.3,SNAP,1.85,Other Nutrition Program,0.655,0.253,0.092,44180.0,2.71,0.234,30.0,1.0,0.0,2011
1658,NE,31009.0,0.142,80.0,1.3,SNAP,1.85,Other Nutrition Program,0.427,0.419,0.154,33260.0,2.55,0.217,30.0,0.748,0.252,2011
1659,NE,31011.0,0.093,510.0,1.3,SNAP,1.85,Other Nutrition Program,0.418,0.29,0.292,206200.0,2.48,0.155,200.0,0.727,0.273,2011
1660,NE,31013.0,0.127,1440.0,1.3,SNAP,1.85,Other Nutrition Program,0.535,0.141,0.324,610370.0,2.6,0.253,730.0,0.69,0.31,2011
1661,NE,31015.0,0.089,190.0,1.3,SNAP,1.85,Other Nutrition Program,0.455,0.439,0.106,78680.0,2.54,0.158,70.0,0.946,0.054,2011
1662,NE,31017.0,0.114,360.0,1.3,SNAP,1.85,Other Nutrition Program,0.611,0.301,0.087,149660.0,2.55,0.162,120.0,0.995,0.005,2011
1663,NE,31019.0,0.115,5260.0,1.3,SNAP,1.85,Other Nutrition Program,0.429,0.203,0.368,2229560.0,2.6,0.168,1830.0,0.621,0.379,2011
1664,NE,31021.0,0.109,750.0,1.3,SNAP,1.85,Other Nutrition Program,0.422,0.182,0.396,310570.0,2.54,0.157,240.0,0.629,0.371,2011
1665,NE,31023.0,0.098,820.0,1.3,SNAP,1.85,Other Nutrition Program,0.377,0.23,0.393,352920.0,2.64,0.163,330.0,0.672,0.328,2011
1666,NE,31025.0,0.093,2350.0,1.3,SNAP,1.85,Other Nutrition Program,0.229,0.248,0.524,1022920.0,2.67,0.156,1000.0,0.566,0.434,2011
1667,NE,31027.0,0.092,820.0,1.3,SNAP,1.85,Other Nutrition Program,0.393,0.34,0.267,335540.0,2.51,0.154,350.0,0.772,0.228,2011
1668,NE,31029.0,0.093,360.0,1.3,SNAP,1.85,Other Nutrition Program,0.46,0.368,0.172,153770.0,2.62,0.196,180.0,0.756,0.244,2011
1669,NE,31031.0,0.104,600.0,1.3,SNAP,1.85,Other Nutrition Program,0.409,0.211,0.381,255300.0,2.61,0.153,190.0,0.658,0.342,2011
1670,NE,31033.0,0.112,1130.0,1.3,SNAP,1.85,Other Nutrition Program,0.426,0.153,0.421,488190.0,2.65,0.18,430.0,0.561,0.439,2011
1671,NE,31035.0,0.096,630.0,1.3,SNAP,1.85,Other Nutrition Program,0.413,0.253,0.334,254710.0,2.48,0.164,270.0,0.647,0.353,2011
1672,NE,31037.0,0.097,1000.0,1.3,SNAP,1.85,Other Nutrition Program,0.586,0.152,0.262,412460.0,2.53,0.202,590.0,0.661,0.339,2011
1673,NE,31039.0,0.093,850.0,1.3,SNAP,1.85,Other Nutrition Program,0.394,0.281,0.326,349200.0,2.52,0.165,380.0,0.608,0.392,2011
1674,NE,31041.0,0.096,1050.0,1.3,SNAP,1.85,Other Nutrition Program,0.445,0.316,0.239,431370.0,2.52,0.161,420.0,0.795,0.205,2011
1675,NE,31043.0,0.133,2770.0,1.3,SNAP,1.85,Other Nutrition Program,0.492,0.255,0.253,1061230.0,2.35,0.253,1520.0,0.726,0.274,2011
1676,NE,31045.0,0.153,1400.0,1.3,SNAP,1.85,Other Nutrition Program,0.535,0.184,0.281,593420.0,2.6,0.209,350.0,0.825,0.175,2011
1677,NE,31047.0,0.115,2780.0,1.3,SNAP,1.85,Other Nutrition Program,0.559,0.217,0.224,1114910.0,2.46,0.215,1500.0,0.784,0.216,2011
1678,NE,31049.0,0.104,210.0,1.3,SNAP,1.85,Other Nutrition Program,0.578,0.175,0.247,91070.0,2.66,0.192,80.0,0.852,0.148,2011
1679,NE,31051.0,0.103,620.0,1.3,SNAP,1.85,Other Nutrition Program,0.433,0.202,0.365,252690.0,2.5,0.191,310.0,0.653,0.347,2011
1680,NE,31053.0,0.119,4350.0,1.3,SNAP,1.85,Other Nutrition Program,0.457,0.216,0.327,1794200.0,2.53,0.206,1800.0,0.681,0.319,2011
1681,NE,31055.0,0.139,70960.0,1.3,SNAP,1.85,Other Nutrition Program,0.412,0.171,0.417,29615180.0,2.56,0.185,24640.0,0.579,0.421,2011
1682,NE,31057.0,0.101,200.0,1.3,SNAP,1.85,Other Nutrition Program,0.465,0.439,0.096,84120.0,2.58,0.175,80.0,0.906,0.094,2011
1683,NE,31059.0,0.099,590.0,1.3,SNAP,1.85,Other Nutrition Program,0.414,0.276,0.31,242390.0,2.52,0.156,220.0,0.594,0.406,2011
1684,NE,31061.0,0.105,340.0,1.3,SNAP,1.85,Other Nutrition Program,0.465,0.267,0.268,142450.0,2.57,0.201,140.0,0.655,0.345,2011
1685,NE,31063.0,0.099,280.0,1.3,SNAP,1.85,Other Nutrition Program,0.504,0.227,0.27,116860.0,2.56,0.187,110.0,0.839,0.161,2011
1686,NE,31065.0,0.115,570.0,1.3,SNAP,1.85,Other Nutrition Program,0.588,0.216,0.196,237890.0,2.56,0.224,260.0,0.778,0.222,2011
1687,NE,31067.0,0.12,2690.0,1.3,SNAP,1.85,Other Nutrition Program,0.396,0.22,0.384,1083200.0,2.47,0.197,1030.0,0.634,0.366,2011
1688,NE,31069.0,0.109,220.0,1.3,SNAP,1.85,Other Nutrition Program,0.564,0.224,0.212,94690.0,2.64,0.203,60.0,0.952,0.048,2011
1689,NE,31071.0,0.11,230.0,1.3,SNAP,1.85,Other Nutrition Program,0.518,0.166,0.316,93740.0,2.5,0.202,110.0,0.648,0.352,2011
1690,NE,31073.0,0.099,200.0,1.3,SNAP,1.85,Other Nutrition Program,0.468,0.39,0.143,83470.0,2.56,0.183,80.0,0.937,0.063,2011
1691,NE,31075.0,0.125,80.0,1.3,SNAP,1.85,Other Nutrition Program,0.71,0.183,0.106,34170.0,2.62,0.259,40.0,0.895,0.105,2011
1692,NE,31077.0,0.102,260.0,1.3,SNAP,1.85,Other Nutrition Program,0.459,0.333,0.208,115290.0,2.72,0.187,130.0,0.837,0.163,2011
1693,NE,31079.0,0.115,6630.0,1.3,SNAP,1.85,Other Nutrition Program,0.464,0.264,0.272,2648140.0,2.45,0.196,3080.0,0.732,0.268,2011
1694,NE,31081.0,0.09,820.0,1.3,SNAP,1.85,Other Nutrition Program,0.348,0.235,0.417,331530.0,2.48,0.165,390.0,0.637,0.363,2011
1695,NE,31083.0,0.093,320.0,1.3,SNAP,1.85,Other Nutrition Program,0.458,0.143,0.398,138770.0,2.66,0.176,130.0,0.556,0.444,2011
1696,NE,31085.0,0.109,110.0,1.3,SNAP,1.85,Other Nutrition Program,0.347,0.307,0.345,46810.0,2.61,0.19,40.0,0.731,0.269,2011
1697,NE,31087.0,0.113,330.0,1.3,SNAP,1.85,Other Nutrition Program,0.517,0.368,0.115,137730.0,2.56,0.212,130.0,1.0,0.0,2011
1698,NE,31089.0,0.095,990.0,1.3,SNAP,1.85,Other Nutrition Program,0.437,0.258,0.306,405110.0,2.51,0.163,400.0,0.67,0.33,2011
1699,NE,31091.0,0.101,70.0,1.3,SNAP,1.85,Other Nutrition Program,0.46,0.489,0.05,29790.0,2.61,0.211,30.0,1.0,0.0,2011
1700,NE,31093.0,0.101,630.0,1.3,SNAP,1.85,Other Nutrition Program,0.439,0.3,0.261,256770.0,2.5,0.173,270.0,0.771,0.229,2011
1701,NE,31095.0,0.1,760.0,1.3,SNAP,1.85,Other Nutrition Program,0.381,0.255,0.364,308510.0,2.49,0.191,320.0,0.595,0.405,2011
1702,NE,31097.0,0.112,580.0,1.3,SNAP,1.85,Other Nutrition Program,0.36,0.225,0.415,250570.0,2.65,0.196,190.0,0.679,0.321,2011
1703,NE,31099.0,0.086,560.0,1.3,SNAP,1.85,Other Nutrition Program,0.294,0.298,0.407,234630.0,2.57,0.15,240.0,0.644,0.356,2011
1704,NE,31101.0,0.105,880.0,1.3,SNAP,1.85,Other Nutrition Program,0.427,0.269,0.303,375880.0,2.62,0.182,320.0,0.638,0.362,2011
1705,NE,31103.0,0.112,90.0,1.3,SNAP,1.85,Other Nutrition Program,0.551,0.24,0.209,37410.0,2.55,0.238,30.0,1.0,0.0,2011
1706,NE,31105.0,0.111,420.0,1.3,SNAP,1.85,Other Nutrition Program,0.456,0.204,0.34,185560.0,2.71,0.193,170.0,0.705,0.295,2011
1707,NE,31107.0,0.113,990.0,1.3,SNAP,1.85,Other Nutrition Program,0.492,0.298,0.21,411560.0,2.55,0.198,410.0,0.78,0.22,2011
1708,NE,31109.0,0.13,36650.0,1.3,SNAP,1.85,Other Nutrition Program,0.432,0.14,0.428,16072630.0,2.69,0.186,12090.0,0.553,0.447,2011
1709,NE,31111.0,0.108,3920.0,1.3,SNAP,1.85,Other Nutrition Program,0.405,0.211,0.383,1667970.0,2.61,0.178,1610.0,0.564,0.436,2011
1710,NE,31113.0,0.082,60.0,1.3,SNAP,1.85,Other Nutrition Program,0.344,0.285,0.372,24940.0,2.55,0.132,20.0,1.0,0.0,2011
1711,NE,31115.0,0.133,90.0,1.3,SNAP,1.85,Other Nutrition Program,0.504,0.291,0.205,37270.0,2.54,0.295,50.0,0.703,0.297,2011
1712,NE,31117.0,0.092,40.0,1.3,SNAP,1.85,Other Nutrition Program,0.368,0.265,0.366,17150.0,2.63,0.165,20.0,0.607,0.393,2011
1713,NE,31119.0,0.119,4130.0,1.3,SNAP,1.85,Other Nutrition Program,0.457,0.235,0.308,1696720.0,2.52,0.202,1760.0,0.719,0.281,2011
1714,NE,31121.0,0.111,860.0,1.3,SNAP,1.85,Other Nutrition Program,0.524,0.147,0.33,349110.0,2.49,0.185,350.0,0.719,0.281,2011
1715,NE,31123.0,0.112,570.0,1.3,SNAP,1.85,Other Nutrition Program,0.531,0.243,0.226,244390.0,2.63,0.231,290.0,0.736,0.264,2011
1716,NE,31125.0,0.1,370.0,1.3,SNAP,1.85,Other Nutrition Program,0.487,0.217,0.296,155020.0,2.57,0.162,140.0,0.832,0.168,2011
1717,NE,31127.0,0.12,870.0,1.3,SNAP,1.85,Other Nutrition Program,0.379,0.268,0.353,346070.0,2.44,0.169,260.0,0.692,0.308,2011
1718,NE,31129.0,0.113,510.0,1.3,SNAP,1.85,Other Nutrition Program,0.579,0.247,0.175,207860.0,2.5,0.236,220.0,0.835,0.165,2011
1719,NE,31131.0,0.114,1790.0,1.3,SNAP,1.85,Other Nutrition Program,0.421,0.179,0.401,747060.0,2.56,0.194,750.0,0.635,0.365,2011
1720,NE,31133.0,0.102,280.0,1.3,SNAP,1.85,Other Nutrition Program,0.452,0.188,0.361,114580.0,2.51,0.189,110.0,0.546,0.454,2011
1721,NE,31135.0,0.089,270.0,1.3,SNAP,1.85,Other Nutrition Program,0.289,0.197,0.514,115770.0,2.63,0.147,100.0,0.394,0.606,2011
1722,NE,31137.0,0.104,960.0,1.3,SNAP,1.85,Other Nutrition Program,0.448,0.187,0.366,400660.0,2.56,0.161,360.0,0.656,0.344,2011
1723,NE,31139.0,0.089,650.0,1.3,SNAP,1.85,Other Nutrition Program,0.317,0.359,0.324,265980.0,2.51,0.154,290.0,0.747,0.253,2011
1724,NE,31141.0,0.099,3170.0,1.3,SNAP,1.85,Other Nutrition Program,0.359,0.242,0.399,1317830.0,2.55,0.183,1570.0,0.667,0.333,2011
1725,NE,31143.0,0.096,520.0,1.3,SNAP,1.85,Other Nutrition Program,0.349,0.246,0.406,217020.0,2.56,0.162,210.0,0.63,0.37,2011
1726,NE,31145.0,0.108,1200.0,1.3,SNAP,1.85,Other Nutrition Program,0.459,0.187,0.354,491040.0,2.51,0.187,470.0,0.547,0.453,2011
1727,NE,31147.0,0.12,1000.0,1.3,SNAP,1.85,Other Nutrition Program,0.459,0.31,0.231,410830.0,2.52,0.215,390.0,0.826,0.174,2011
1728,NE,31149.0,0.079,130.0,1.3,SNAP,1.85,Other Nutrition Program,0.444,0.422,0.134,53200.0,2.51,0.162,50.0,1.0,0.0,2011
1729,NE,31151.0,0.116,1640.0,1.3,SNAP,1.85,Other Nutrition Program,0.537,0.198,0.265,708520.0,2.65,0.227,780.0,0.774,0.226,2011
1730,NE,31153.0,0.104,16270.0,1.3,SNAP,1.85,Other Nutrition Program,0.247,0.181,0.573,6763770.0,2.55,0.159,7150.0,0.489,0.511,2011
1731,NE,31155.0,0.095,1950.0,1.3,SNAP,1.85,Other Nutrition Program,0.311,0.18,0.509,902850.0,2.84,0.163,870.0,0.469,0.531,2011
1732,NE,31157.0,0.124,4560.0,1.3,SNAP,1.85,Other Nutrition Program,0.538,0.244,0.219,1925420.0,2.59,0.229,2090.0,0.783,0.217,2011
1733,NE,31159.0,0.1,1660.0,1.3,SNAP,1.85,Other Nutrition Program,0.312,0.146,0.542,722570.0,2.67,0.134,520.0,0.411,0.589,2011
1734,NE,31161.0,0.12,660.0,1.3,SNAP,1.85,Other Nutrition Program,0.618,0.319,0.064,281910.0,2.62,0.215,280.0,0.939,0.061,2011
1735,NE,31163.0,0.099,310.0,1.3,SNAP,1.85,Other Nutrition Program,0.53,0.183,0.287,126350.0,2.5,0.21,130.0,0.715,0.285,2011
1736,NE,31165.0,0.098,130.0,1.3,SNAP,1.85,Other Nutrition Program,0.385,0.196,0.419,55740.0,2.63,0.171,50.0,0.425,0.575,2011
1737,NE,31167.0,0.1,620.0,1.3,SNAP,1.85,Other Nutrition Program,0.368,0.256,0.376,254710.0,2.52,0.192,330.0,0.644,0.356,2011
1738,NE,31169.0,0.091,480.0,1.3,SNAP,1.85,Other Nutrition Program,0.477,0.327,0.195,192500.0,2.46,0.166,190.0,0.872,0.128,2011
1739,NE,31171.0,0.111,80.0,1.3,SNAP,1.85,Other Nutrition Program,0.411,0.069,0.52,33390.0,2.56,0.161,30.0,0.283,0.717,2011
1740,NE,31173.0,0.187,1290.0,1.3,SNAP,1.85,Other Nutrition Program,0.663,0.151,0.186,519450.0,2.47,0.32,790.0,0.83,0.17,2011
1741,NE,31175.0,0.1,430.0,1.3,SNAP,1.85,Other Nutrition Program,0.531,0.253,0.215,175250.0,2.5,0.157,140.0,0.971,0.029,2011
1742,NE,31177.0,0.088,1770.0,1.3,SNAP,1.85,Other Nutrition Program,0.254,0.231,0.515,741600.0,2.57,0.141,720.0,0.489,0.511,2011
1743,NE,31179.0,0.124,1180.0,1.3,SNAP,1.85,Other Nutrition Program,0.462,0.119,0.418,480930.0,2.5,0.207,370.0,0.619,0.381,2011
1744,NE,31181.0,0.111,420.0,1.3,SNAP,1.85,Other Nutrition Program,0.484,0.26,0.256,170490.0,2.49,0.194,170.0,0.707,0.293,2011
1745,NE,31183.0,0.117,80.0,1.3,SNAP,1.85,Other Nutrition Program,0.515,0.383,0.103,34040.0,2.61,0.18,30.0,1.0,0.0,2011
1746,NE,31185.0,0.106,1460.0,1.3,SNAP,1.85,Other Nutrition Program,0.302,0.176,0.522,587910.0,2.47,0.158,500.0,0.455,0.545,2011
1747,NV,32001.0,0.138,3440.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.543,0.0,0.457,1553460.0,2.77,0.232,1470.0,0.501,0.499,2011
1748,NV,32003.0,0.174,335410.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.627,0.0,0.373,145451570.0,2.66,0.266,129040.0,0.598,0.402,2011
1749,NV,32005.0,0.147,6920.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.467,0.0,0.533,2888060.0,2.56,0.259,2480.0,0.477,0.523,2011
1750,NV,32007.0,0.095,4610.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.499,0.0,0.501,2096840.0,2.79,0.188,2650.0,0.409,0.591,2011
1751,NV,32009.0,0.132,120.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.719,0.0,0.281,58690.0,3.0,0.257,20.0,1.0,0.0,2011
1752,NV,32011.0,0.107,190.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.514,0.0,0.486,83630.0,2.7,0.218,100.0,0.534,0.466,2011
1753,NV,32013.0,0.107,1730.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.64,0.0,0.36,750220.0,2.66,0.217,970.0,0.657,0.343,2011
1754,NV,32015.0,0.102,580.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.603,0.0,0.397,268540.0,2.84,0.22,320.0,0.553,0.447,2011
1755,NV,32017.0,0.156,810.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.685,0.0,0.315,345980.0,2.62,0.249,420.0,0.545,0.455,2011
1756,NV,32019.0,0.178,9250.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.641,0.0,0.359,3815250.0,2.53,0.286,3730.0,0.648,0.352,2011
1757,NV,32021.0,0.176,840.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.689,0.0,0.311,377960.0,2.76,0.286,240.0,0.647,0.353,2011
1758,NV,32023.0,0.187,8240.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.731,0.0,0.269,3398670.0,2.53,0.346,3210.0,0.711,0.289,2011
1759,NV,32027.0,0.137,920.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.406,0.0,0.594,409460.0,2.73,0.252,330.0,0.463,0.537,2011
1760,NV,32029.0,0.117,470.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.383,0.0,0.617,212250.0,2.77,0.207,140.0,0.411,0.589,2011
1761,NV,32031.0,0.16,66720.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.62,0.0,0.38,30021050.0,2.76,0.265,26330.0,0.609,0.391,2011
1762,NV,32033.0,0.117,1150.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.605,0.0,0.395,472450.0,2.52,0.241,510.0,0.658,0.342,2011
1763,NV,32510.0,0.161,8940.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.616,0.0,0.384,4445270.0,3.05,0.29,3460.0,0.633,0.367,2011
1764,NH,33001.0,0.091,5460.0,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.583,0.0,0.417,2750500.0,3.09,0.127,1630.0,0.626,0.374,2011
1765,NH,33003.0,0.09,4280.0,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.636,0.0,0.364,2358420.0,3.38,0.143,1290.0,0.645,0.355,2011
1766,NH,33005.0,0.099,7650.0,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.602,0.0,0.398,3666650.0,2.94,0.126,1950.0,0.644,0.356,2011
1767,NH,33007.0,0.12,3970.0,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.743,0.0,0.257,1948130.0,3.01,0.184,1180.0,0.729,0.271,2011
1768,NH,33009.0,0.095,8430.0,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.612,0.0,0.388,4260400.0,3.1,0.13,2150.0,0.647,0.353,2011
1769,NH,33011.0,0.098,39030.0,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.496,0.0,0.504,18388960.0,2.89,0.128,12190.0,0.511,0.489,2011
1770,NH,33013.0,0.091,13290.0,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.531,0.0,0.469,6391570.0,2.95,0.124,4030.0,0.577,0.423,2011
1771,NH,33015.0,0.081,23990.0,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.404,0.0,0.596,11811310.0,3.02,0.106,7230.0,0.411,0.589,2011
1772,NH,33017.0,0.104,12790.0,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.556,0.0,0.444,6005150.0,2.88,0.135,3450.0,0.563,0.437,2011
1773,NH,33019.0,0.095,4140.0,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.688,0.0,0.312,1842570.0,2.73,0.143,1330.0,0.71,0.29,2011
1774,NJ,34001.0,0.152,41500.0,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.652,0.0,0.348,19688010.0,2.91,0.204,13070.0,0.745,0.255,2011
1775,NJ,34003.0,0.099,88890.0,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.459,0.0,0.541,46807580.0,3.23,0.142,29000.0,0.417,0.583,2011
1776,NJ,34005.0,0.106,47420.0,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.415,0.0,0.585,21414210.0,2.77,0.125,13100.0,0.493,0.507,2011
1777,NJ,34007.0,0.142,72830.0,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.605,0.0,0.395,35382410.0,2.98,0.178,22510.0,0.673,0.327,2011
1778,NJ,34009.0,0.131,12710.0,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.574,0.0,0.426,7252280.0,3.5,0.202,3760.0,0.6,0.4,2011
1779,NJ,34011.0,0.165,25810.0,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.683,0.0,0.317,11066350.0,2.63,0.238,9000.0,0.748,0.252,2011
1780,NJ,34013.0,0.196,153580.0,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.65,0.0,0.35,84377250.0,3.37,0.177,34580.0,0.658,0.342,2011
1781,NJ,34015.0,0.107,30740.0,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.487,0.0,0.513,14082210.0,2.81,0.151,10630.0,0.536,0.464,2011
1782,NJ,34017.0,0.169,106110.0,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.736,0.0,0.264,48782740.0,2.82,0.241,31510.0,0.72,0.28,2011
1783,NJ,34019.0,0.066,8520.0,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.356,0.0,0.644,4792030.0,3.45,0.115,3520.0,0.313,0.687,2011
1784,NJ,34021.0,0.124,45140.0,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.566,0.0,0.434,21562050.0,2.93,0.145,12110.0,0.635,0.365,2011
1785,NJ,34023.0,0.109,87460.0,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.508,0.0,0.492,40921560.0,2.87,0.154,28500.0,0.518,0.482,2011
1786,NJ,34025.0,0.098,61930.0,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.496,0.0,0.504,28673470.0,2.84,0.141,21380.0,0.506,0.494,2011
1787,NJ,34027.0,0.077,37850.0,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.394,0.0,0.606,18758590.0,3.04,0.12,14230.0,0.37,0.63,2011
1788,NJ,34029.0,0.103,59280.0,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.649,0.0,0.351,27253240.0,2.82,0.193,25820.0,0.72,0.28,2011
1789,NJ,34031.0,0.153,76000.0,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.725,0.0,0.275,34692240.0,2.8,0.237,29390.0,0.738,0.262,2011
1790,NJ,34033.0,0.134,8840.0,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.649,0.0,0.351,4640540.0,3.22,0.182,2850.0,0.757,0.243,2011
1791,NJ,34035.0,0.079,25340.0,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.375,0.0,0.625,13095640.0,3.17,0.112,9010.0,0.358,0.642,2011
1792,NJ,34037.0,0.083,12380.0,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.444,0.0,0.556,6680510.0,3.31,0.143,5210.0,0.461,0.539,2011
1793,NJ,34039.0,0.139,73750.0,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.58,0.0,0.42,33905640.0,2.82,0.168,21930.0,0.601,0.399,2011
1794,NJ,34041.0,0.097,10510.0,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.522,0.0,0.478,5620010.0,3.28,0.159,4130.0,0.511,0.489,2011
1795,NM,35001.0,0.171,112090.0,1.65,SNAP,1.85,Other Nutrition Program,0.622,0.066,0.313,46049850.0,2.52,0.252,39570.0,0.678,0.322,2011
1796,NM,35003.0,0.155,570.0,1.65,SNAP,1.85,Other Nutrition Program,0.589,0.149,0.263,236960.0,2.55,0.261,120.0,0.734,0.266,2011
1797,NM,35005.0,0.168,10910.0,1.65,SNAP,1.85,Other Nutrition Program,0.778,0.096,0.126,4464360.0,2.51,0.269,4890.0,0.855,0.145,2011
1798,NM,35006.0,0.182,4970.0,1.65,SNAP,1.85,Other Nutrition Program,0.821,0.093,0.086,1912180.0,2.36,0.301,2110.0,0.936,0.064,2011
1799,NM,35007.0,0.174,2400.0,1.65,SNAP,1.85,Other Nutrition Program,0.712,0.095,0.193,1146410.0,2.93,0.273,780.0,0.842,0.158,2011
1800,NM,35009.0,0.17,8080.0,1.65,SNAP,1.85,Other Nutrition Program,0.743,0.079,0.179,3543430.0,2.69,0.25,3330.0,0.732,0.268,2011
